from_id;to_id;flag
201;4956;dpl
4956;4185;dpl
4185;343;dpl
343;5626;dpl
343;1071;dpl
5626;4325;dpl
4325;4850;dpl
4850;3348;dpl
3348;833;dpl
833;4697;dpl
4697;4583;dpl
4583;1593;dpl
1593;7170;dpl
7170;1433;dpl
1433;2194;dpl
2194;4933;dpl
4933;7248;dpl
4933;1818;dpl
7248;1408;dpl
1408;1241;dpl
1241;4574;dpl
4574;4971;dpl
4971;6781;dpl
6781;2809;dpl
2809;2521;dpl
2521;7293;dpl
2521;3512;dpl
3512;2814;dpl
2814;6479;dpl
6479;6563;dpl
6563;1676;dpl
6563;3939;dpl
1676;5063;dpl
5063;1885;dpl
1885;3862;dpl
3862;4011;dpl
4011;2883;dpl
2883;3486;dpl
3486;4710;dpl
4710;2114;dpl
2114;2590;dpl
2590;6667;dpl
6667;2433;dpl
6667;694;dpl
2433;3271;dpl
3271;3033;dpl
3033;2451;dpl
2451;1973;dpl
1973;2703;dpl
2703;6127;dpl
6127;2094;dpl
2094;3547;dpl
3547;5854;dpl
5854;4170;dpl
4170;3800;dpl
3800;1004;dpl
1004;2370;dpl
2370;4560;dpl
4560;5375;dpl
1071;430;dpl
430;4539;dpl
430;2414;dpl
4539;3553;dpl
4539;3060;dpl
3060;5508;dpl
5508;1785;dpl
1818;6941;dpl
6941;1195;dpl
1195;3449;dpl
3939;1134;dpl
1134;3342;dpl
694;3987;dpl
3987;6381;dpl
6381;5867;dpl
5867;4553;dpl
4553;1136;dpl
1136;1855;dpl
1855;733;dpl
1855;4657;dpl
733;2850;dpl
2850;441;dpl
441;955;dpl
955;6704;dpl
6704;1236;dpl
1236;7371;dpl
1978;3378;dpl
237;1692;dpl
5677;2560;dpl
6247;6619;dpl
4998;816;dpl
4813;6289;dpl
3880;7236;dpl
1429;4304;dpl
1962;5103;dpl
2774;4263;dpl
4740;6679;dpl
4740;3981;dpl
4740;3981;dpl
4740;3981;dpl
5784;5611;dpl
5784;5983;dpl
4851;5690;dpl
4851;5690;dpl
5690;1080;dpl
5690;1080;dpl
1080;476;dpl
1080;476;dpl
476;206;dpl
476;206;dpl
206;1524;dpl
206;1524;dpl
1524;5361;dpl
1524;5361;dpl
5361;6760;dpl
5361;6760;dpl
6760;3256;dpl
6760;3256;dpl
3256;6578;dpl
3256;6578;dpl
6578;6537;dpl
6578;6537;dpl
6537;690;dpl
6537;690;dpl
690;49;dpl
690;49;dpl
690;5872;dpl
690;5872;dpl
5872;6750;dpl
5872;6750;dpl
6750;4221;dpl
6750;4221;dpl
4221;3890;dpl
4221;3890;dpl
4221;2382;dpl
4221;2382;dpl
3890;2120;dpl
2382;6083;dpl
2382;6083;dpl
6083;4320;dpl
6083;4320;dpl
4320;195;dpl
4320;195;dpl
195;3789;dpl
195;3789;dpl
3789;5781;dpl
3789;5781;dpl
5781;3981;dpl
5781;3981;dpl
5603;7143;dpl
7236;4653;dpl
4653;6510;dpl
6510;209;dpl
2755;4752;dpl
5132;6143;dpl
5132;2674;dpl
6236;1053;srf
6236;6938;srf
1053;5894;srf
5894;2897;srf
2897;5492;srf
5492;727;srf
727;5950;srf
5950;1549;srf
1549;4561;srf
4561;301;srf
4561;301;srf
4561;2153;srf
301;4187;srf
301;4187;srf
4187;4266;srf
4187;4266;srf
4266;4265;srf
4266;4265;srf
4265;3090;srf
4265;3090;srf
3090;5675;srf
3090;5675;srf
3090;3557;srf
3090;6557;srf
5675;984;srf
5675;984;srf
984;6938;srf
984;6938;srf
6938;5040;srf
5040;1319;srf
5040;2154;srf
2154;1761;srf
1761;1113;srf
1113;3557;srf
4822;3942;srf
6440;1026;srf
1026;2998;srf
1026;5838;srf
2998;5771;srf
6481;1902;dpl
3387;225;dpl
3387;4628;srf
3387;6544;dpl
1993;5657;dpl
184;104;dpl
184;2882;dpl
246;4775;dpl
7116;4594;dpl
4748;6546;dpl
4029;1708;dpl
6080;1446;dpl
7094;4607;dpl
4327;5476;dpl
4327;3776;dpl
4327;2576;dpl
2259;4208;dpl
2259;1056;dpl
3093;1056;dpl
3093;2858;dpl
1056;4208;dpl
4208;5476;dpl
3776;4892;dpl
4892;6544;dpl
4628;2769;srf
2769;3951;srf
3265;4947;dpl
3265;5322;dpl
1750;642;dpl
642;4947;dpl
4947;5322;dpl
5322;897;dpl
897;4995;dpl
4995;2858;dpl
667;104;dpl
4769;358;dpl
4769;4607;dpl
3951;6600;srf
1529;4626;srf
4939;445;srf
3070;5244;srf
5244;5868;srf
5421;113;srf
5421;5374;srf
5374;6609;srf
757;944;srf
3155;2474;dpl
1714;3169;dpl
6206;4543;dpl
6994;6789;dpl
6789;6412;dpl
5556;6004;srf
5556;1539;srf
5556;4058;srf
5556;4050;srf
5556;4184;srf
6004;94;dpl
6004;94;srf
4058;5471;dpl
4058;5471;srf
4050;4986;dpl
4184;3870;srf
3870;1534;srf
3870;6627;srf
3870;4756;srf
3870;2571;srf
3870;1950;srf
3870;6526;srf
3870;1370;srf
2571;3965;dpl
2571;3965;srf
94;5276;dpl
94;876;dpl
94;4614;dpl
5471;6457;dpl
5471;864;dpl
5471;6169;dpl
3965;4909;dpl
3965;4315;dpl
3965;1363;dpl
5276;1852;dpl
5276;5554;dpl
6457;6055;dpl
6457;7146;dpl
4909;5247;dpl
4909;2318;dpl
6663;1782;dpl
1782;3957;dpl
6324;1160;dpl
6324;6144;dpl
3303;5399;dpl
2144;4117;dpl
6033;4757;dpl
499;5672;dpl
5672;2599;dpl
2599;4048;dpl
4117;6044;dpl
445;5966;srf
5966;1886;srf
1886;7061;srf
7061;527;srf
527;2347;srf
2347;3791;srf
3791;2440;srf
2440;78;srf
78;3831;srf
3831;2407;srf
2407;4364;srf
5068;443;srf
443;4341;srf
4341;2387;srf
4341;2387;srf
4341;2363;srf
2363;3680;srf
3680;1796;srf
3680;1796;srf
1337;947;srf
3958;5384;dpl
4798;6860;srf
4798;603;srf
4932;5519;dpl
4932;3366;srf
4932;3523;dpl
5112;5582;dpl
4232;1728;dpl
1728;1753;dpl
1753;1217;dpl
1217;4378;dpl
4378;1709;dpl
4378;56;dpl
56;130;dpl
130;6516;dpl
6516;315;dpl
315;2181;dpl
2181;4936;dpl
4936;4146;dpl
4146;5016;dpl
5016;4015;dpl
4015;2330;dpl
2330;1503;dpl
1503;4695;dpl
5519;4910;dpl
4910;6132;dpl
4910;1019;dpl
4910;3707;dpl
4910;5328;dpl
6132;5879;dpl
5879;6949;dpl
6949;2966;dpl
2966;2618;dpl
2966;1581;dpl
1581;1564;dpl
1564;214;dpl
214;5811;dpl
5811;4650;dpl
5328;2211;dpl
2211;6573;dpl
6573;3474;dpl
3474;601;dpl
601;5323;dpl
5323;5134;dpl
5134;1652;dpl
1652;3299;dpl
3299;699;dpl
699;4210;dpl
4210;951;dpl
951;4494;dpl
4494;3392;dpl
4494;5239;dpl
5239;7329;dpl
7329;7227;dpl
7227;2356;dpl
2356;5541;dpl
5541;518;dpl
518;6227;dpl
6227;4621;dpl
4621;6229;dpl
6229;6190;dpl
6190;5915;dpl
5915;3549;dpl
5582;4651;dpl
4651;3681;dpl
3681;6906;dpl
6906;6164;dpl
6164;3559;dpl
3559;4255;dpl
4255;906;dpl
906;3803;dpl
3803;2457;dpl
2457;2171;dpl
2457;3402;dpl
3149;1183;srf
1183;5752;srf
5752;5250;srf
5250;3928;srf
3928;4801;srf
4801;597;srf
597;4047;srf
4047;2630;srf
2630;2905;srf
2905;3684;srf
3684;3234;srf
3234;3366;srf
3523;3048;dpl
3048;6419;dpl
6419;1125;dpl
1125;3948;dpl
3948;6535;dpl
6535;7033;dpl
6535;3799;dpl
7033;2562;dpl
2562;3245;dpl
3245;1052;dpl
1052;1118;dpl
3799;3062;dpl
3062;4735;dpl
4735;4548;dpl
4735;3946;dpl
4548;2486;dpl
3946;5831;dpl
5831;2930;dpl
2930;2953;dpl
2953;1240;dpl
1240;4145;dpl
1118;171;dpl
171;7111;dpl
7111;7177;dpl
7177;1711;dpl
1711;3253;dpl
3253;3216;dpl
3216;294;dpl
294;3463;dpl
3463;4856;dpl
4856;1024;dpl
1024;3118;dpl
1024;1057;dpl
3118;6208;dpl
1057;3057;dpl
3057;6321;dpl
6321;2245;dpl
2245;2476;dpl
2476;4809;dpl
4809;6897;dpl
6897;1694;dpl
1694;6813;dpl
6813;3802;dpl
3802;1087;dpl
1087;3105;dpl
3105;417;dpl
417;432;dpl
432;3670;dpl
3670;6265;dpl
6265;504;dpl
504;1940;dpl
2147;29;dpl
29;3127;dpl
3127;7251;dpl
7251;19;dpl
7251;2527;dpl
19;6347;dpl
875;4788;dpl
2502;7300;dpl
7300;6350;dpl
3841;2685;dpl
3841;6350;dpl
2685;6163;dpl
6163;6241;dpl
6241;6634;dpl
3454;6634;dpl
4390;3704;dpl
3233;5232;dpl
3233;4935;dpl
517;3522;dpl
4978;4875;dpl
4875;6655;dpl
6655;136;dpl
136;4269;dpl
136;1480;dpl
4269;3186;dpl
3186;4541;dpl
4541;103;dpl
5623;2322;dpl
793;1616;dpl
793;2325;dpl
1673;3358;dpl
3704;7268;dpl
4293;5232;dpl
6595;2322;dpl
2322;4414;dpl
5783;653;dpl
653;2049;dpl
3522;6867;dpl
6867;28;dpl
28;3098;dpl
28;682;dpl
28;2624;dpl
3098;616;dpl
2102;7057;dpl
2102;5018;dpl
4744;1274;dpl
4744;5018;dpl
1274;1495;dpl
7057;5018;dpl
1703;6969;dpl
1481;2125;dpl
2125;6370;dpl
6140;1246;dpl
1480;6096;dpl
6096;4441;dpl
4441;3758;dpl
5261;6005;dpl
6005;4191;dpl
6005;3626;dpl
4191;5129;dpl
4191;6746;dpl
4191;45;dpl
4191;5571;dpl
4191;1767;dpl
4191;2213;dpl
5129;3260;dpl
3260;934;dpl
934;1348;dpl
6746;2306;dpl
6746;2306;dpl
2306;3859;dpl
3859;6054;dpl
6054;1669;dpl
45;2744;dpl
5571;3925;dpl
3925;3049;dpl
3049;7223;dpl
6777;6486;dpl
6486;3276;dpl
3276;4825;dpl
4825;6575;dpl
6575;5608;dpl
5608;1767;dpl
2213;4762;dpl
4762;2366;dpl
4762;3020;dpl
2366;3748;dpl
3748;2343;dpl
2343;489;dpl
3020;2663;dpl
2663;5542;dpl
5542;5366;dpl
5366;3728;dpl
3728;3148;dpl
3148;5233;dpl
5233;2156;dpl
2156;7110;dpl
7110;3195;dpl
3195;67;dpl
67;1590;dpl
1590;1405;dpl
1405;6580;dpl
6580;1092;dpl
1092;2746;dpl
2746;7391;dpl
7391;6633;dpl
6633;5458;dpl
5458;773;dpl
773;406;dpl
406;5271;dpl
5271;1579;dpl
2744;4233;dpl
4233;3187;dpl
7331;1643;dpl
1643;3459;dpl
3459;479;dpl
479;1339;dpl
1339;5205;dpl
5205;4043;dpl
4043;5549;dpl
5549;161;dpl
161;1434;dpl
1434;6840;dpl
3383;5307;dpl
3383;2058;dpl
5735;3686;dpl
651;6602;dpl
6602;1769;dpl
1812;4353;dpl
3686;5148;dpl
3258;6343;dpl
3258;5133;dpl
814;5904;dpl
7199;7229;dpl
7199;7229;dpl
7199;4484;dpl
6599;1779;dpl
2471;1309;dpl
2471;3438;dpl
5485;1102;dpl
5485;1510;dpl
3894;6692;dpl
6692;1111;dpl
6692;5573;dpl
6692;23;dpl
1544;2109;dpl
4484;2696;dpl
2696;658;dpl
658;5904;dpl
5904;2773;dpl
2773;4039;dpl
4039;6343;dpl
5133;459;dpl
459;3261;dpl
3261;7054;dpl
7054;853;dpl
853;5148;dpl
5749;4953;dpl
4953;1584;dpl
1584;5778;dpl
5778;994;dpl
994;6105;dpl
6105;5255;dpl
5255;4727;dpl
4727;1309;dpl
3438;688;dpl
688;638;dpl
638;1102;dpl
1510;5551;dpl
5551;3564;dpl
3564;6910;dpl
6910;2109;dpl
7211;365;dpl
7211;4768;dpl
7211;4950;dpl
4950;4279;dpl
4279;5433;dpl
5433;6328;dpl
3543;2185;dpl
2903;3320;dpl
1669;1426;dpl
1669;1631;dpl
1631;6946;dpl
6946;2239;dpl
2239;4219;dpl
4219;5377;dpl
5377;1280;dpl
1280;2123;dpl
2123;782;dpl
782;5354;dpl
5354;1899;dpl
1899;7387;dpl
7387;2184;dpl
2184;953;dpl
953;7176;dpl
953;4236;dpl
4236;7007;dpl
7007;5924;dpl
5924;7077;dpl
7077;4408;dpl
4408;3441;dpl
3441;102;dpl
102;2888;dpl
2888;6932;dpl
2888;2711;dpl
2711;3846;dpl
3846;2485;dpl
2485;1293;dpl
1293;5277;dpl
5277;6380;dpl
6380;641;dpl
641;4309;dpl
4309;2006;dpl
2006;4858;dpl
4858;5537;dpl
5537;404;dpl
5537;1642;dpl
5537;5414;dpl
260;3715;dpl
4;3520;dpl
4;1245;dpl
1097;1245;dpl
6443;7205;srf
4672;5218;srf
5218;221;srf
221;7205;srf
221;3273;srf
221;3173;srf
3273;6449;srf
6449;702;srf
702;1956;srf
1956;3931;srf
3173;4244;srf
4244;2780;srf
2780;1086;srf
4927;5911;dpl
